Channel,Energy(keV),Counts
1488,282.1660,9
1489,282.3557,12
1490,282.5455,23
1491,282.7353,18
1492,282.9250,14
1493,283.1148,9
1494,283.3046,15
1495,283.4943,7
1496,283.6841,16
1497,283.8739,26
1498,284.0636,9
1499,284.2534,21
1500,284.4431,16
1501,284.6329,7
1502,284.8227,26
1503,285.0124,10
1504,285.2022,19
1505,285.3920,16
1506,285.5817,15
1507,285.7715,13
1508,285.9612,17
1509,286.1510,16
1510,286.3408,13
1511,286.5305,17
1512,286.7203,26
1513,286.9101,8
1514,287.0998,15
1515,287.2896,16
1516,287.4794,12
1517,287.6691,12
1518,287.8589,17
1519,288.0486,9
1520,288.2384,9
1521,288.4282,16
1522,288.6179,14
1523,288.8077,12
1524,288.9975,19
1525,289.1872,19
1526,289.3770,18
1527,289.5667,16
1528,289.7565,12
1529,289.9463,13
1530,290.1360,14
1531,290.3258,14
1532,290.5155,19
1533,290.7053,12
1534,290.8951,12
1535,291.0848,19
1536,291.2746,15
1537,291.4644,18
1538,291.6541,25
1539,291.8439,9
1540,292.0336,11
1541,292.2234,11
1542,292.4132,15
1543,292.6029,18
1544,292.7927,17
1545,292.9825,14
1546,293.1722,12
1547,293.3620,10
1548,293.5517,13
1549,293.7415,16
1550,293.9313,20
1551,294.1210,11
1552,294.3108,13
1553,294.5005,23
1554,294.6903,22
1555,294.8801,23
1556,295.0698,26
1557,295.2596,11
1558,295.4494,23
1559,295.6391,19
1560,295.8289,13
1561,296.0186,16
1562,296.2084,19
1563,296.3982,22
1564,296.5879,10
1565,296.7777,15
1566,296.9674,10
1567,297.1572,11
1568,297.3470,20
1569,297.5367,16
1570,297.7265,13
1571,297.9162,11
1572,298.1060,9
1573,298.2958,11
1574,298.4855,11
1575,298.6753,19
1576,298.8650,11
1577,299.0548,14
1578,299.2446,14
1579,299.4343,17
1580,299.6241,12
1581,299.8138,11
1582,300.0036,12
1583,300.1934,18
1584,300.3831,12
1585,300.5729,16
1586,300.7626,11
1587,300.9524,13
1588,301.1422,20
1589,301.3319,12
1590,301.5217,14
1591,301.7114,18
1592,301.9012,11
1593,302.0910,16
1594,302.2807,15
1595,302.4705,12
1596,302.6602,10
1597,302.8500,15
1598,303.0398,15
1599,303.2295,15
1600,303.4193,14
1601,303.6090,24
1602,303.7988,18
1603,303.9886,19
1604,304.1783,9
1605,304.3681,16
1606,304.5578,16
1607,304.7476,8
1608,304.9374,7
1609,305.1271,6
1610,305.3169,12
1611,305.5066,10
1612,305.6964,7
1613,305.8862,12
1614,306.0759,10
1615,306.2657,11
1616,306.4554,12
1617,306.6452,10
1618,306.8349,14
1619,307.0247,15
1620,307.2145,11
1621,307.4042,22
1622,307.5940,19
1623,307.7837,12
1624,307.9735,4
1625,308.1633,13
1626,308.3530,17
1627,308.5428,9
1628,308.7325,11
1629,308.9223,8
1630,309.1121,13
1631,309.3018,12
1632,309.4916,21
1633,309.6813,8
1634,309.8711,13
1635,310.0608,15
1636,310.2506,12
1637,310.4404,12
1638,310.6301,11
1639,310.8199,16
1640,311.0096,12
1641,311.1994,16
1642,311.3891,8
1643,311.5789,18
1644,311.7687,11
1645,311.9584,9
1646,312.1482,17
1647,312.3379,14
1648,312.5277,10
1649,312.7175,10
1650,312.9072,11
1651,313.0970,17
1652,313.2867,9
1653,313.4765,14
1654,313.6662,11
1655,313.8560,6
1656,314.0458,11
1657,314.2355,8
1658,314.4253,17
1659,314.6150,19
1660,314.8048,11
1661,314.9945,12
1662,315.1843,13
1663,315.3741,14
1664,315.5638,17
1665,315.7536,15
1666,315.9433,9
1667,316.1331,13
1668,316.3228,19
1669,316.5126,9
1670,316.7024,11
1671,316.8921,14
1672,317.0819,15
1673,317.2716,14
1674,317.4614,24
1675,317.6511,12
1676,317.8409,10
1677,318.0307,15
1678,318.2204,15
1679,318.4102,8
1680,318.5999,19
1681,318.7897,12
1682,318.9794,23
1683,319.1692,11
1684,319.3589,22
1685,319.5487,18
1686,319.7385,17
1687,319.9282,13
1688,320.1180,13
1689,320.3077,8
1690,320.4975,18
1691,320.6872,16
1692,320.8770,18
1693,321.0668,14
1694,321.2565,20
1695,321.4463,16
1696,321.6360,13
1697,321.8258,11
1698,322.0155,19
1699,322.2053,7
1700,322.3950,13
1701,322.5848,8
1702,322.7746,15
1703,322.9643,17
1704,323.1541,12
1705,323.3438,14
1706,323.5336,14
1707,323.7233,14
1708,323.9131,12
1709,324.1028,15
1710,324.2926,8
1711,324.4824,16
1712,324.6721,6
1713,324.8619,17
1714,325.0516,10
1715,325.2414,9
1716,325.4311,10
1717,325.6209,15
1718,325.8106,10
1719,326.0004,8
1720,326.1901,14
1721,326.3799,9
1722,326.5697,7
1723,326.7594,9
1724,326.9492,11
1725,327.1389,12
1726,327.3287,20
1727,327.5184,19
1728,327.7082,16
1729,327.8979,6
1730,328.0877,21
1731,328.2774,8
1732,328.4672,5
1733,328.6570,12
1734,328.8467,14
1735,329.0365,13
1736,329.2262,11
1737,329.4160,17
1738,329.6057,12
1739,329.7955,10
1740,329.9852,11
1741,330.1750,16
1742,330.3647,13
1743,330.5545,11
1744,330.7443,12
1745,330.9340,13
1746,331.1238,18
1747,331.3135,12
1748,331.5033,8
1749,331.6930,12
1750,331.8828,14
1751,332.0725,10
1752,332.2623,13
1753,332.4520,13
1754,332.6418,11
1755,332.8315,11
1756,333.0213,10
1757,333.2111,13
1758,333.4008,9
1759,333.5906,19
1760,333.7803,7
1761,333.9701,8
1762,334.1598,10
1763,334.3496,9
1764,334.5393,10
1765,334.7291,8
1766,334.9188,14
1767,335.1086,10
1768,335.2983,8
1769,335.4881,15
1770,335.6778,12
1771,335.8676,12
1772,336.0573,11
1773,336.2471,17
1774,336.4369,17
1775,336.6266,9
1776,336.8164,10
1777,337.0061,8
1778,337.1959,9
1779,337.3856,17
1780,337.5754,8
1781,337.7651,11
1782,337.9549,19
1783,338.1446,10
1784,338.3344,9
1785,338.5241,13
1786,338.7139,13
1787,338.9036,10
1788,339.0934,14
1789,339.2831,16
1790,339.4729,10
1791,339.6626,11
1792,339.8524,21
1793,340.0422,12
1794,340.2319,11
1795,340.4217,17
1796,340.6114,17
1797,340.8012,4
1798,340.9909,9
1799,341.1807,14
1800,341.3704,15
1801,341.5602,7
1802,341.7499,7
1803,341.9397,14
1804,342.1294,10
1805,342.3192,9
1806,342.5089,10
1807,342.6987,12
1808,342.8884,23
1809,343.0782,10
1810,343.2679,10
1811,343.4577,7
1812,343.6474,5
1813,343.8372,12
1814,344.0269,13
1815,344.2167,13
1816,344.4064,9
1817,344.5962,10
1818,344.7859,9
1819,344.9757,16
1820,345.1654,7
1821,345.3552,9
1822,345.5449,14
1823,345.7347,11
1824,345.9244,9
1825,346.1142,11
1826,346.3040,14
1827,346.4937,14
1828,346.6835,9
1829,346.8732,16
1830,347.0630,16
1831,347.2527,13
1832,347.4425,14
1833,347.6322,17
1834,347.8220,16
1835,348.0117,12
1836,348.2015,6
1837,348.3912,13
1838,348.5810,11
1839,348.7707,13
1840,348.9605,11
1841,349.1502,11
1842,349.3400,12
1843,349.5297,9
1844,349.7195,6
1845,349.9092,15
1846,350.0990,10
1847,350.2887,7
1848,350.4785,10
1849,350.6682,15
1850,350.8580,5
1851,351.0477,12
1852,351.2375,14
1853,351.4272,20
1854,351.6170,10
1855,351.8067,15
1856,351.9965,24
1857,352.1862,17
1858,352.3760,19
1859,352.5657,19
1860,352.7555,15
1861,352.9452,12
1862,353.1350,19
1863,353.3247,10
1864,353.5145,9
1865,353.7042,13
1866,353.8940,10
1867,354.0837,7
1868,354.2735,16
1869,354.4632,11
1870,354.6530,8
1871,354.8427,7
1872,355.0324,12
1873,355.2222,11
1874,355.4119,6
1875,355.6017,15
1876,355.7914,5
1877,355.9812,9
1878,356.1709,8
1879,356.3607,9
1880,356.5504,6
1881,356.7402,16
1882,356.9299,7
1883,357.1197,21
1884,357.3094,14
1885,357.4992,12
1886,357.6889,14
1887,357.8787,10
1888,358.0684,12
1889,358.2582,11
1890,358.4479,6
1891,358.6377,10
1892,358.8274,10
1893,359.0172,14
1894,359.2069,16
1895,359.3967,11
1896,359.5864,5
1897,359.7762,9
1898,359.9659,16
1899,360.1557,5
1900,360.3454,8
1901,360.5352,14
1902,360.7249,9
1903,360.9147,7
1904,361.1044,13
1905,361.2941,16
1906,361.4839,10
1907,361.6736,7
1908,361.8634,6
1909,362.0531,12
1910,362.2429,9
1911,362.4326,18
1912,362.6224,13
1913,362.8121,10
1914,363.0019,12
1915,363.1916,4
1916,363.3814,9
1917,363.5711,8
1918,363.7609,12
1919,363.9506,16
1920,364.1404,14
1921,364.3301,9
1922,364.5199,14
1923,364.7096,13
1924,364.8993,12
1925,365.0891,16
1926,365.2788,12
1927,365.4686,8
1928,365.6583,7
1929,365.8481,9
1930,366.0378,8
1931,366.2276,13
1932,366.4173,14
1933,366.6071,13
1934,366.7968,8
1935,366.9866,6
1936,367.1763,9
1937,367.3661,10
1938,367.5558,6
1939,367.7456,13
1940,367.9353,10
1941,368.1250,7
1942,368.3148,9
1943,368.5045,12
1944,368.6943,10
1945,368.8840,7
1946,369.0738,15
1947,369.2635,7
1948,369.4533,11
1949,369.6430,14
1950,369.8328,11
1951,370.0225,10
1952,370.2123,12
1953,370.4020,11
1954,370.5917,12
1955,370.7815,10
1956,370.9712,11
1957,371.1610,10
1958,371.3507,11
1959,371.5405,11
1960,371.7302,14
1961,371.9200,14
1962,372.1097,13
1963,372.2995,9
1964,372.4892,17
1965,372.6789,7
1966,372.8687,5
1967,373.0584,16
1968,373.2482,6
1969,373.4379,8
1970,373.6277,12
1971,373.8174,12
1972,374.0072,5
1973,374.1969,11
1974,374.3867,6
1975,374.5764,10
1976,374.7661,12
1977,374.9559,7
1978,375.1456,10
1979,375.3354,10
1980,375.5251,12
1981,375.7149,9
1982,375.9046,10
1983,376.0944,6
1984,376.2841,11
1985,376.4739,12
1986,376.6636,8
1987,376.8533,5
1988,377.0431,16
1989,377.2328,9
1990,377.4226,9
1991,377.6123,6
1992,377.8021,11
1993,377.9918,12
1994,378.1816,12
1995,378.3713,8
1996,378.5610,9
1997,378.7508,11
1998,378.9405,9
1999,379.1303,6
2000,379.3200,12
2001,379.5098,9
2002,379.6995,13
2003,379.8892,7
2004,380.0790,7
2005,380.2687,7
2006,380.4585,6
2007,380.6482,6
2008,380.8380,6
2009,381.0277,12
2010,381.2175,7
2011,381.4072,14
2012,381.5969,8
2013,381.7867,13
2014,381.9764,9
2015,382.1662,10
2016,382.3559,6
2017,382.5457,6
2018,382.7354,6
2019,382.9251,7
2020,383.1149,4
2021,383.3046,8
2022,383.4944,14
2023,383.6841,10
2024,383.8739,6
2025,384.0636,8
2026,384.2534,14
2027,384.4431,4
2028,384.6328,12
2029,384.8226,7
2030,385.0123,9
2031,385.2021,7
2032,385.3918,8
2033,385.5816,9
2034,385.7713,12
2035,385.9610,12
2036,386.1508,8
2037,386.3405,13
2038,386.5303,7
2039,386.7200,11
2040,386.9098,9
2041,387.0995,5
2042,387.2892,15
2043,387.4790,11
2044,387.6687,8
2045,387.8585,11
2046,388.0482,13
2047,388.2380,7
2048,388.4277,9
2049,388.6174,16
2050,388.8072,8
2051,388.9969,8
2052,389.1867,9
2053,389.3764,2
2054,389.5661,9
2055,389.7559,6
2056,389.9456,4
2057,390.1354,13
2058,390.3251,4
2059,390.5149,9
2060,390.7046,10
2061,390.8943,8
2062,391.0841,5
2063,391.2738,6
2064,391.4636,11
2065,391.6533,12
2066,391.8430,10
2067,392.0328,12
2068,392.2225,8
2069,392.4123,14
2070,392.6020,8
2071,392.7918,8
2072,392.9815,6
2073,393.1712,6
2074,393.3610,7
2075,393.5507,13
2076,393.7405,10
2077,393.9302,12
2078,394.1199,14
2079,394.3097,11
2080,394.4994,13
2081,394.6892,11
2082,394.8789,7
2083,395.0687,9
2084,395.2584,9
2085,395.4481,7
2086,395.6379,6
2087,395.8276,7
2088,396.0174,11
2089,396.2071,10
2090,396.3968,12
2091,396.5866,10
2092,396.7763,5
2093,396.9661,7
2094,397.1558,12
2095,397.3455,5
2096,397.5353,7
2097,397.7250,8
2098,397.9148,10
2099,398.1045,10
2100,398.2942,12
2101,398.4840,9
2102,398.6737,7
2103,398.8635,11
2104,399.0532,9
2105,399.2429,11
2106,399.4327,9
2107,399.6224,11
2108,399.8122,4
2109,400.0019,7
2110,400.1916,8
2111,400.3814,11
2112,400.5711,13
2113,400.7609,9
2114,400.9506,13
2115,401.1403,14
2116,401.3301,10
2117,401.5198,9
2118,401.7096,7
2119,401.8993,9
2120,402.0890,10
2121,402.2788,7
2122,402.4685,6
2123,402.6583,13
2124,402.8480,10
2125,403.0377,6
2126,403.2275,11
2127,403.4172,11
2128,403.6070,7
2129,403.7967,6
2130,403.9864,12
2131,404.1762,9
2132,404.3659,8
2133,404.5557,8
2134,404.7454,9
2135,404.9351,7
2136,405.1249,8
2137,405.3146,9
2138,405.5043,11
2139,405.6941,5
2140,405.8838,11
2141,406.0736,14
2142,406.2633,7
2143,406.4530,5
2144,406.6428,6
2145,406.8325,7
2146,407.0223,6
2147,407.2120,11
2148,407.4017,7
2149,407.5915,8
2150,407.7812,9
2151,407.9710,5
2152,408.1607,1
2153,408.3504,8
2154,408.5402,14
2155,408.7299,8
2156,408.9196,12
2157,409.1094,8
2158,409.2991,9
2159,409.4889,5
2160,409.6786,12
2161,409.8683,6
2162,410.0581,9
2163,410.2478,9
2164,410.4375,10
2165,410.6273,17
2166,410.8170,6
2167,411.0068,8
2168,411.1965,11
2169,411.3862,5
2170,411.5760,6
2171,411.7657,5
2172,411.9555,5
2173,412.1452,10
2174,412.3349,9
2175,412.5247,13
2176,412.7144,6
2177,412.9041,10
2178,413.0939,12
2179,413.2836,5
2180,413.4733,11
2181,413.6631,6
2182,413.8528,10
2183,414.0426,5
2184,414.2323,11
2185,414.4220,10
2186,414.6118,7
2187,414.8015,9
2188,414.9912,5
2189,415.1810,7
2190,415.3707,12
2191,415.5605,12
2192,415.7502,6
2193,415.9399,8
2194,416.1297,7
2195,416.3194,12
2196,416.5091,4
2197,416.6989,8
2198,416.8886,5
2199,417.0784,8
2200,417.2681,4
2201,417.4578,7
2202,417.6476,7
2203,417.8373,9
2204,418.0270,4
2205,418.2168,9
2206,418.4065,6
2207,418.5962,10
2208,418.7860,10
2209,418.9757,7
2210,419.1655,11
2211,419.3552,6
2212,419.5449,10
2213,419.7347,5
2214,419.9244,9
2215,420.1141,6
2216,420.3039,8
2217,420.4936,12
2218,420.6833,7
2219,420.8731,10
2220,421.0628,10
2221,421.2525,6
2222,421.4423,7
2223,421.6320,11
2224,421.8218,12
2225,422.0115,8
2226,422.2012,12
2227,422.3910,12
2228,422.5807,7
2229,422.7704,11
2230,422.9602,11
2231,423.1499,7
2232,423.3396,10
2233,423.5294,8
2234,423.7191,4
2235,423.9088,9
2236,424.0986,6
2237,424.2883,11
2238,424.4780,7
2239,424.6678,9
2240,424.8575,3
2241,425.0473,8
2242,425.2370,10
2243,425.4267,7
2244,425.6165,4
2245,425.8062,7
2246,425.9959,10
2247,426.1857,8
2248,426.3754,8
2249,426.5651,7
2250,426.7549,8
2251,426.9446,6
2252,427.1343,6
2253,427.3241,13
2254,427.5138,9
2255,427.7035,8
2256,427.8933,6
2257,428.0830,10
2258,428.2727,7
2259,428.4625,9
2260,428.6522,5
2261,428.8419,5
2262,429.0317,5
2263,429.2214,8
2264,429.4111,10
2265,429.6009,6
2266,429.7906,6
2267,429.9803,12
2268,430.1701,12
2269,430.3598,11
2270,430.5496,6
2271,430.7393,3
2272,430.9290,10
2273,431.1188,7
2274,431.3085,7
2275,431.4982,3
2276,431.6880,7
2277,431.8777,11
2278,432.0674,6
2279,432.2572,11
2280,432.4469,2
2281,432.6366,10
2282,432.8264,7
2283,433.0161,6
2284,433.2058,7
2285,433.3956,10
2286,433.5853,10
2287,433.7750,7
2288,433.9648,9
2289,434.1545,4
2290,434.3442,11
2291,434.5340,2
2292,434.7237,3
2293,434.9134,5
2294,435.1032,5
2295,435.2929,4
2296,435.4826,8
2297,435.6724,12
2298,435.8621,9
2299,436.0518,5
2300,436.2415,5
2301,436.4313,6
2302,436.6210,12
2303,436.8107,7
2304,437.0005,5
2305,437.1902,4
2306,437.3799,7
2307,437.5697,9
2308,437.7594,8
2309,437.9491,6
2310,438.1389,9
2311,438.3286,8
2312,438.5183,12
2313,438.7081,2
2314,438.8978,6
2315,439.0875,9
2316,439.2773,4
2317,439.4670,11
2318,439.6567,9
2319,439.8465,4
2320,440.0362,10
2321,440.2259,10
2322,440.4157,7
2323,440.6054,7
2324,440.7951,15
2325,440.9849,4
2326,441.1746,6
2327,441.3643,4
2328,441.5540,11
2329,441.7438,3
2330,441.9335,5
2331,442.1232,10
2332,442.3130,12
2333,442.5027,5
2334,442.6924,9
2335,442.8822,7
2336,443.0719,9
2337,443.2616,9
2338,443.4514,8
2339,443.6411,6
2340,443.8308,1
2341,444.0206,10
2342,444.2103,5
2343,444.4000,2
2344,444.5898,11
2345,444.7795,12
2346,444.9692,4
2347,445.1589,10
2348,445.3487,6
2349,445.5384,12
2350,445.7281,10
2351,445.9179,8
2352,446.1076,4
2353,446.2973,8
2354,446.4871,8
2355,446.6768,6
2356,446.8665,2
2357,447.0563,8
2358,447.2460,9
2359,447.4357,9
2360,447.6254,4
2361,447.8152,7
2362,448.0049,10
2363,448.1946,5
2364,448.3844,8
2365,448.5741,6
2366,448.7638,5
2367,448.9536,7
2368,449.1433,7
2369,449.3330,11
2370,449.5227,8
2371,449.7125,5
2372,449.9022,3
2373,450.0919,12
2374,450.2817,7
2375,450.4714,5
2376,450.6611,4
2377,450.8509,14
2378,451.0406,5
2379,451.2303,3
2380,451.4200,4
2381,451.6098,6
2382,451.7995,12
2383,451.9892,6
2384,452.1790,7
2385,452.3687,8
2386,452.5584,8
2387,452.7481,5
2388,452.9379,10
2389,453.1276,5
2390,453.3173,4
2391,453.5071,6
2392,453.6968,9
2393,453.8865,11
2394,454.0763,4
2395,454.2660,8
2396,454.4557,5
2397,454.6454,8
2398,454.8352,5
2399,455.0249,7
2400,455.2146,8
2401,455.4044,9
2402,455.5941,11
2403,455.7838,5
2404,455.9735,6
2405,456.1633,13
2406,456.3530,10
2407,456.5427,7
2408,456.7325,7
2409,456.9222,11
2410,457.1119,6
2411,457.3016,12
2412,457.4914,5
2413,457.6811,5
2414,457.8708,1
2415,458.0606,4
2416,458.2503,4
2417,458.4400,5
2418,458.6297,1
2419,458.8195,9
2420,459.0092,6
2421,459.1989,8
2422,459.3887,2
2423,459.5784,5
2424,459.7681,3
2425,459.9578,6
2426,460.1476,3
2427,460.3373,5
2428,460.5270,6
2429,460.7167,6
2430,460.9065,6
2431,461.0962,3
2432,461.2859,13
2433,461.4757,6
2434,461.6654,4
2435,461.8551,7
2436,462.0448,7
2437,462.2346,13
2438,462.4243,9
2439,462.6140,5
2440,462.8038,4
2441,462.9935,5
2442,463.1832,9
2443,463.3729,7
2444,463.5627,12
2445,463.7524,13
2446,463.9421,5
2447,464.1318,11
2448,464.3216,9
2449,464.5113,9
2450,464.7010,6
2451,464.8907,7
2452,465.0805,4
2453,465.2702,6
2454,465.4599,9
2455,465.6497,6
2456,465.8394,9
2457,466.0291,5
2458,466.2188,10
2459,466.4086,5
2460,466.5983,4
2461,466.7880,8
2462,466.9777,8
2463,467.1675,12
2464,467.3572,8
2465,467.5469,5
2466,467.7366,5
2467,467.9264,6
2468,468.1161,9
2469,468.3058,8
2470,468.4956,5
2471,468.6853,5
2472,468.8750,8
2473,469.0647,4
2474,469.2545,7
2475,469.4442,12
2476,469.6339,8
2477,469.8236,6
2478,470.0134,7
2479,470.2031,4
2480,470.3928,11
2481,470.5825,11
2482,470.7723,6
2483,470.9620,5
2484,471.1517,8
2485,471.3414,8
2486,471.5312,3
2487,471.7209,6
2488,471.9106,5
2489,472.1003,4
2490,472.2901,11
2491,472.4798,1
2492,472.6695,6
2493,472.8592,11
2494,473.0490,3
2495,473.2387,7
2496,473.4284,9
2497,473.6181,2
2498,473.8079,5
2499,473.9976,4
2500,474.1873,6
2501,474.3770,7
2502,474.5668,5
2503,474.7565,9
2504,474.9462,5
2505,475.1359,6
2506,475.3257,3
2507,475.5154,6
2508,475.7051,7
2509,475.8948,13
2510,476.0846,3
2511,476.2743,6
2512,476.4640,5
2513,476.6537,6
2514,476.8435,7
2515,477.0332,7
2516,477.2229,9
2517,477.4126,8
2518,477.6024,6
2519,477.7921,7
2520,477.9818,14
2521,478.1715,10
2522,478.3613,7
2523,478.5510,11
2524,478.7407,11
2525,478.9304,7
2526,479.1202,11
2527,479.3099,10
2528,479.4996,10
2529,479.6893,10
2530,479.8791,11
2531,480.0688,4
2532,480.2585,6
2533,480.4482,12
2534,480.6380,10
2535,480.8277,8
2536,481.0174,9
2537,481.2071,7
2538,481.3968,6
2539,481.5866,6
2540,481.7763,5
2541,481.9660,5
2542,482.1557,2
2543,482.3455,6
2544,482.5352,7
2545,482.7249,6
2546,482.9146,7
2547,483.1044,4
2548,483.2941,16
2549,483.4838,9
2550,483.6735,7
2551,483.8633,6
2552,484.0530,3
2553,484.2427,16
2554,484.4324,11
2555,484.6221,9
2556,484.8119,5
2557,485.0016,8
2558,485.1913,3
2559,485.3810,9
2560,485.5708,3
2561,485.7605,4
2562,485.9502,6
2563,486.1399,5
2564,486.3296,6
2565,486.5194,3
2566,486.7091,6
2567,486.8988,5
2568,487.0885,8
2569,487.2783,5
2570,487.4680,10
2571,487.6577,5
2572,487.8474,6
2573,488.0371,4
2574,488.2269,1
2575,488.4166,14
2576,488.6063,6
2577,488.7960,10
2578,488.9858,6
2579,489.1755,12
2580,489.3652,10
2581,489.5549,5
2582,489.7446,6
2583,489.9344,5
2584,490.1241,4
2585,490.3138,8
2586,490.5035,11
2587,490.6933,3
2588,490.8830,4
2589,491.0727,8
2590,491.2624,6
2591,491.4521,8
2592,491.6419,8
2593,491.8316,3
2594,492.0213,9
2595,492.2110,9
2596,492.4008,7
2597,492.5905,6
2598,492.7802,4
2599,492.9699,5
2600,493.1596,7
2601,493.3494,4
2602,493.5391,7
2603,493.7288,2
2604,493.9185,9
2605,494.1082,7
2606,494.2980,5
2607,494.4877,8
2608,494.6774,8
2609,494.8671,13
2610,495.0568,7
2611,495.2466,9
2612,495.4363,8
2613,495.6260,4
2614,495.8157,4
2615,496.0054,8
