Energy_keV,Real_Counts
720.0280848144532,9550765.627488025
723.0600140136719,9858349.050243055
726.0919432128906,31462677.11196075
729.1238724121094,51073792.06087474
732.1558016113281,9419145.238991432
735.1877308105469,9232521.695005924
738.2196600097657,9476713.845574047
741.2515892089843,9222282.70967078
744.2835184082032,9209972.300987689
747.3154476074219,9194112.305230413
750.3473768066406,9301423.391144035
753.3793060058595,9727984.120444171
756.4112352050781,16519947.189735698
759.4431644042969,9196260.813306384
762.4750936035157,11368860.410764275
765.5070228027344,10540967.64538363
768.5389520019532,8020161.226331354
771.5708812011719,14552759.075292159
774.6028104003906,11907687.301148433
777.6347395996095,7514148.237557039
780.6666687988281,8156502.377105429
783.6985979980468,11134285.5292464
786.7305271972657,14226464.023463637
789.7624563964844,6897500.245528143
792.7943855957031,8523520.259641854
795.8263147949219,36756157.26376515
798.8582439941406,6814029.874353552
801.8901731933595,6425640.576436061
804.9221023925782,6265109.280520008
807.9540315917968,6127032.237861311
810.9859607910157,6019219.549758859
814.0178899902344,5929018.19472644
817.0498191894532,6524228.698988827
820.0817483886719,5857269.914086379
823.1136775878906,5784323.951009464
826.1456067871095,6151700.496661868
829.1775359863282,6827633.328068141
832.2094651855468,8045840.521855431
835.2413943847657,15344164.178707646
838.2733235839844,8838465.15836376
841.3052527832032,11575674.7255654
844.337181982422,5210729.5258646915
847.3691111816406,5118690.426694945
850.4010403808594,5162813.950298658
853.4329695800782,5155396.849554273
856.4648987792968,4950518.2265818035
859.4968279785157,23874849.847281303
862.5287571777344,25679291.79337164
865.5606863769531,5017497.083089356
868.592615576172,4727024.383529687
871.6245447753906,5043945.0209713355
874.6564739746094,5381994.326737346
877.6884031738282,4680131.8163667945
880.7203323730469,4500069.200444277
883.7522615722658,4576577.351959522
886.7841907714844,4839922.181602742
889.8161199707031,4746838.335194187
892.848049169922,6634288.360438768
895.8799783691406,5026786.5938582085
898.9119075683594,4263083.840028417
901.9438367675782,4805724.585095218
904.9757659667969,8922534.569617031
908.0076951660157,4903391.86051112
911.0396243652344,210193417.63611493
914.0715535644531,35358315.73194455
917.103482763672,5328158.9325489625
920.1354119628907,4986362.318572658
923.1673411621093,5062202.495512909
926.1992703613282,5681574.338939911
929.2311995605469,5730431.938200705
932.2631287597657,4299687.728965957
935.2950579589844,4096228.0173042733
938.3269871582031,4061072.2344901953
941.358916357422,3985876.5893736603
944.3908455566407,4664041.78693118
947.4227747558593,4435285.843852912
950.4547039550782,4221440.954808541
953.4866331542969,4752459.511850312
956.5185623535157,3815526.318796428
959.5504915527345,6011265.729641831
962.5824207519531,5683147.75706656
965.614349951172,43014611.336750895
968.6462791503907,115655843.07271475
971.6782083496093,39054032.39199643
974.7101375488282,4348787.421930614
977.7420667480469,4198962.970535181
980.7739959472656,4723581.465677537
983.8059251464845,4580895.522824892
986.8378543457031,4157300.15714507
989.8697835449219,4480593.756051622
992.9017127441407,3453850.6440881784
995.9336419433594,3457275.289587286
998.9655711425783,3650111.7234086185
1001.9975003417969,5540978.888184865
1005.0294295410156,6850975.21726796
1008.0613587402345,3446515.475740718
1011.0932879394531,4002513.2537559564
1014.1252171386719,3385760.9536749288
1017.1571463378907,4699950.618190947
1020.1890755371094,3869802.8718230957
1023.2210047363283,3282453.289619578
1026.252933935547,3131954.62367544
1029.2848631347656,3101004.2777691525
1032.3167923339845,4010727.101404221
1035.3487215332032,4034365.007117339
1038.380650732422,3422844.9186939304
1041.4125799316407,4105607.883860656
1044.4445091308594,3208701.114827249
1047.476438330078,3168797.1003880794
1050.508367529297,3115242.904379299
1053.5402967285156,3542474.96608481
1056.5722259277345,3717677.2793024397
1059.6041551269532,4921306.1210991815
1062.6360843261718,5529169.596597506
1065.6680135253907,9969467.14366085
1068.6999427246094,3847162.9444037466
1071.7318719238283,3368979.4125838084
1074.763801123047,4071274.5164273195
1077.7957303222656,5775525.685434682
1080.8276595214843,5118126.382079021
1083.8595887207032,3009039.3250354906
1086.891517919922,3011343.823626565
1089.9234471191407,2963554.99835881
1092.9553763183594,8219688.214865443
1095.987305517578,8806381.262418915
1099.019234716797,3164877.4004028803
1102.0511639160156,3032412.2329913187
1105.0830931152345,3048028.9355357015
1108.1150223144532,3217281.0789527427
1111.1469515136719,8402643.876054997
1114.1788807128905,3138297.203127087
1117.2108099121094,3365486.1962838615
1120.2427391113283,3293208.866404184
1123.274668310547,6485421.832888247
1126.3065975097657,3170431.265043261
1129.3385267089843,2954023.522696767
1132.3704559082032,2953537.148249653
1135.4023851074219,2977535.676402342
1138.4343143066408,2920273.4160442827
1141.4662435058594,2964934.996601786
1144.498172705078,3008535.30332293
1147.530101904297,3004049.8434879445
1150.5620311035157,3091136.0508353105
1153.5939603027346,4245970.270502235
1156.6258895019532,3218885.003192526
1159.657818701172,2993970.422619716
1162.6897479003906,3045319.3138110973
1165.7216770996095,3352724.247258394
1168.7536062988281,4430746.572413136
1171.785535498047,3046368.1915677865
1174.8174646972657,3064574.2515923204
1177.8493938964843,2974887.6849758825
1180.8813230957032,2912638.267253099
1183.913252294922,2918289.4183449997
1186.9451814941408,2948931.2775589856
1189.9771106933595,2965114.9671381474
1193.0090398925781,2924980.664162553
1196.0409690917968,2910463.4545011856
1199.0728982910157,2941456.9485875573
1202.1048274902346,2980277.5337352147
1205.1367566894533,3006683.1231300607
1208.168685888672,3025545.6447873395
1211.2006150878906,2968831.420790788
1214.2325442871095,2937619.6674451972
1217.2644734863281,3084923.939856715
1220.296402685547,2952106.4113978
1223.3283318847657,2953456.8892327654
1226.3602610839844,2955649.454912084
1229.3921902832033,3041096.711413757
1232.424119482422,2982008.4156050626
1235.4560486816408,2947053.162738915
1238.4879778808595,3001106.3047674866
1241.5199070800782,2988861.4825729406
1244.5518362792968,4565453.825645334
1247.5837654785157,6524499.238227903
1250.6156946777344,3609203.4115854865
1253.6476238769533,3010669.3628377914
1256.679553076172,3004545.1332572084
1259.7114822753906,3033741.1651207623
1262.7434114746095,3115759.6816116176
1265.7753406738282,3012226.2030458013
1268.807269873047,2995058.693628911
1271.8391990722657,2970195.7731722356
1274.8711282714844,3011221.7538063014
1277.903057470703,3043021.1171368803
1280.934986669922,2980696.3235003506
1283.9669158691408,3113938.8365299334
1286.9988450683595,3811639.725791727
1290.0307742675782,3146420.483031354
1293.0627034667968,2820731.1257182397
1296.0946326660157,2961913.9249472115
1299.1265618652344,2918325.0875171167
1302.1584910644533,2996300.189615794
1305.190420263672,3063165.3070817776
1308.2223494628906,3042946.1815670687
1311.2542786621093,3122998.928231052
1314.2862078613282,3055789.9216702757
1317.318137060547,3086435.8437888813
1320.3500662597658,3026882.5583186597
1323.3819954589844,2974588.024065048
1326.413924658203,3005353.935681096
1329.445853857422,3014099.0642967694
1332.4777830566406,3015559.262962326
1335.5097122558595,3060062.348637565
1338.5416414550782,3100877.098275006
1341.5735706542969,3089264.236337297
1344.6054998535158,3496122.3999756267
1347.6374290527344,3740603.525376357
1350.6693582519533,3105033.7644187617
1353.701287451172,3089097.3239291403
1356.7332166503907,3193311.156013971
1359.7651458496093,3297975.369734454
1362.7970750488282,3120448.26250525
1365.8290042480469,3149114.4903307436
1368.8609334472658,2978105.7413741136
1371.8928626464844,3386323.772164948
1374.924791845703,7308695.446095041
1377.956721044922,3090466.8050206946
1380.9886502441407,2905706.737613836
1384.0205794433596,2875099.0718669747
1387.0525086425782,2893204.1135370657
1390.084437841797,2888474.7608099664
1393.1163670410156,2914962.7312197704
1396.1482962402345,2811319.7834857823
1399.1802254394534,2769149.0298659643
1402.212154638672,2841583.036084679
1405.2440838378907,2725491.78916839
1408.2760130371094,2647554.4993901
1411.3079422363282,2551239.6224859795
1414.339871435547,2560239.060090519
1417.3718006347658,2582745.653552004
1420.4037298339845,2455543.9275924647
1423.4356590332031,2402265.6826511296
1426.4675882324218,2421938.849300563
1429.4995174316407,2663867.2573815673
1432.5314466308596,4230062.22498203
1435.5633758300783,2469851.601504726
1438.595305029297,2397946.4867249993
1441.6272342285156,2344401.861028884
1444.6591634277345,2320407.8456493616
1447.6910926269532,2253067.473765891
1450.723021826172,2313675.159503596
1453.7549510253907,2284954.6257551094
1456.7868802246094,3290027.9769237773
1459.8188094238283,7715855.033740169
1462.850738623047,2421085.6663739234
1465.8826678222658,2137483.157625407
1468.9145970214845,2227920.394311262
1471.9465262207032,2461958.4064497314
1474.9784554199218,2935527.1417048597
1478.0103846191407,2047348.5509174408
1481.0423138183596,2149031.07235965
1484.0742430175783,1981478.1576018175
1487.106172216797,1944249.764318554
1490.1381014160156,1936448.3734743905
1493.1700306152345,2447565.619813047
1496.2019598144532,8633256.169064274
1499.233889013672,3195568.411002772
1502.2658182128907,5302721.388723991
1505.2977474121094,2052781.2847458015
1508.329676611328,1838456.2593216167
1511.361605810547,3586529.063879972
1514.3935350097659,4221888.819692338
1517.4254642089845,1862408.209651173
1520.4573934082032,1765823.7682350948
1523.4893226074219,1754169.2093490723
1526.5212518066407,1773479.8678687443
1529.5531810058594,2223874.79948754
1532.5851102050783,2029407.818041423
1535.617039404297,1776800.9935329198
1538.6489686035156,2030028.2181755411
1541.6808978027345,1708807.6509721163
1544.7128270019532,1663258.2087916431
1547.744756201172,1921896.8935974247
1550.7766854003908,1860159.292311986
1553.8086145996094,1830466.4361659999
1556.840543798828,2941021.3186667417
1559.872472998047,2097812.9462369806
1562.9044021972657,1714981.2710492238
1565.9363313964845,1730208.7469175223
1568.9682605957032,1660349.2385164625
1572.0001897949219,1861019.9279131547
1575.0321189941408,1845070.268429652
1578.0640481933594,2524644.4406452524
1581.0959773925783,6231650.571146521
1584.127906591797,2491775.751869135
1587.1598357910157,20182690.64742204
1590.1917649902343,17688212.017352216
1593.2236941894532,11307228.203025399
1596.2556233886721,2576301.9441831647
1599.2875525878908,1988828.6108445798
1602.3194817871095,2048038.1453676824
1605.3514109863281,2085994.3382855312
1608.383340185547,1979985.8920854898
1611.4152693847657,1926113.6029633693
1614.4471985839846,1913524.1372137556
1617.4791277832032,2465689.4739045785
1620.511056982422,13366105.031228753
1623.5429861816406,5739030.986215299
1626.5749153808595,3619395.3549642814
1629.6068445800784,11234565.276527707
1632.638773779297,8097124.51419929
1635.6707029785157,2553168.3903686265
1638.7026321777344,5522484.028675589
1641.7345613769533,2224778.8440338187
1644.766490576172,2011329.3045067317
1647.7984197753908,1986548.461060668
1650.8303489746095,1891992.5129500448
1653.8622781738281,1842963.0793464747
1656.894207373047,1853168.9913349724
1659.9261365722657,1854524.1103838715
1662.9580657714846,1929231.6918647948
1665.9899949707033,3717124.154207232
1669.021924169922,2428507.1295208787
1672.0538533691406,1923883.5048091824
1675.0857825683595,1946862.7447106154
1678.1177117675784,2718114.5155208926
1681.149640966797,2321323.9317504484
1684.1815701660157,2362308.578489763
1687.2134993652344,2533003.998478241
1690.2454285644533,1891235.4249689626
1693.277357763672,1875304.2828460825
1696.3092869628908,1901462.8439139747
1699.3412161621095,1995618.4198826733
1702.3731453613282,2337413.826463764
1705.4050745605468,2037625.4847464853
1708.4370037597657,1905939.0587422994
1711.4689329589846,1928373.8313033076
1714.5008621582033,1948789.5610177775
1717.532791357422,1890556.891032723
1720.5647205566406,1932561.0710489585
1723.5966497558595,2374687.614157676
1726.6285789550782,2038230.7614247273
1729.660508154297,1916168.6950774116
1732.6924373535157,1912148.2651016028
1735.7243665527344,1964205.883206148
1738.7562957519533,2089282.918615233
1741.788224951172,2073112.0440009867
1744.8201541503909,1995473.148462465
1747.8520833496095,1974390.274834338
1750.8840125488282,1968475.0941676982
1753.9159417480469,1958995.9362369662
1756.9478709472658,2138649.811420385
1759.9798001464844,2097715.9174219295
1763.0117293457033,1992638.779150441
1766.043658544922,1999786.705587085
1769.0755877441406,2019348.976314501
1772.1075169433595,2036755.1282157807
1775.1394461425782,2033373.2831620597
1778.171375341797,2011832.7250049694
1781.2033045410158,2025267.223405582
1784.2352337402344,2057394.8631293285
1787.267162939453,2057891.3920373293
1790.299092138672,2040016.354269607
1793.331021337891,2063930.4537478893
1796.3629505371096,2083583.6817301782
1799.3948797363282,2107780.284291232
1802.426808935547,2148125.7364003714
1805.4587381347658,3119340.5278122597
1808.4906673339844,2391165.5235113255
1811.5225965332033,2075864.6601012473
1814.554525732422,2067442.3964333131
1817.5864549316407,2068176.379510558
1820.6183841308593,2185329.6272107325
1823.6503133300782,2410371.930597011
1826.6822425292971,2151555.6374928025
1829.7141717285158,2129644.1679706797
1832.7461009277345,2183915.35185637
1835.7780301269531,2395989.4079532246
1838.809959326172,2185239.3692490826
1841.8418885253907,2444619.3063424816
1844.8738177246096,2233096.9843631936
1847.9057469238282,2153223.514844237
1850.937676123047,2214873.1363289733
1853.9696053222658,2180149.00041379
1857.0015345214845,2182323.5927583976
1860.0334637207034,2199130.4557900676
1863.065392919922,2200288.2148912884
1866.0973221191407,2245691.9108420643
1869.1292513183594,2449494.426450942
1872.1611805175783,2380988.365023074
1875.193109716797,2245332.6955275303
1878.2250389160158,2252457.5761953043
1881.2569681152345,2313603.0733221616
1884.2888973144532,2413747.470440944
1887.320826513672,2963252.4004179114
1890.3527557128907,2379567.674484945
1893.3846849121096,2312376.659792283
1896.4166141113283,2324102.511159874
1899.448543310547,2352681.3877505125
1902.4804725097656,2361567.4356694664
1905.5124017089845,2407503.656011343
1908.5443309082034,2429581.5440688115
1911.576260107422,2373288.0886258087
1914.6081893066407,2411261.7058681566
1917.6401185058594,2417422.53218877
1920.6720477050783,2428590.0347567825
1923.703976904297,2411951.333029127
1926.7359061035158,2457887.4848043257
1929.7678353027345,2701993.7029127846
1932.7997645019532,2418757.6012463574
1935.831693701172,2400457.3166231364
1938.8636229003907,2355561.0111066084
1941.8955520996096,2360353.2343836054
1944.9274812988283,2365832.4712531217
1947.959410498047,2345221.771766935
1950.9913396972656,2728294.7048515207
1954.0232688964845,2544986.9573146077
1957.0551980957032,2370643.3640518603
1960.087127294922,2346022.5387421115
1963.1190564941408,2397317.48845649
1966.1509856933594,2475446.524853353
1969.1829148925783,2384195.895930689
1972.214844091797,2385182.033556693
1975.2467732910159,2362588.0154311475
1978.2787024902345,2357505.7049445626
1981.3106316894532,2366830.375596712
1984.3425608886719,2348029.980757503
1987.3744900878908,2355841.7556167957
1990.4064192871097,2360463.3024625443
1993.4383484863283,2347489.524569598
1996.470277685547,2360260.0257498603
1999.5022068847657,2345911.2700195066
2002.5341360839845,2365000.305780871
2005.5660652832032,2379021.375298404
2008.597994482422,2371531.8623219426
2011.6299236816408,2394259.836023306
2014.6618528808594,2393946.6265799617
2017.693782080078,2372988.6416180045
2020.725711279297,2396830.484322606
2023.757640478516,2392427.3004394495
2026.7895696777346,2394790.0452785487
2029.8214988769532,2412569.1686337995
2032.853428076172,2443931.2904640026
2035.8853572753908,2428438.691099446
2038.9172864746095,2452932.8348714076
2041.9492156738283,2443548.2846855405
2044.981144873047,2443552.511252156
2048.0130740722657,2463644.209987233
2051.0450032714843,2472844.9480174743
2054.0769324707035,2470302.7905547954
2057.1088616699217,2512342.8920726995
2060.140790869141,2509926.6210135985
2063.17272006836,2509870.2342375475
2066.204649267578,2500201.249497298
2069.2365784667973,2524894.4643976097
2072.2685076660155,2525945.2839963394
2075.3004368652346,2533365.568413113
2078.3323660644533,2554248.98130241
2081.364295263672,2593300.5285507767
2084.396224462891,2538837.7127310117
2087.4281536621093,2575263.6131989276
2090.4600828613284,2610362.553831014
2093.492012060547,2601312.230895423
2096.5239412597657,2717980.1808328526
2099.555870458985,5996652.7959754905
2102.587799658203,18835979.994666774
2105.619728857422,9226116.582059976
2108.6516580566404,3235883.4414248103
2111.6835872558595,2938387.3533339384
2114.7155164550786,2894348.928931449
2117.747445654297,2917606.083058862
2120.779374853516,2945281.6024111593
2123.811304052734,2914076.744318259
2126.8432332519533,2911378.3120248653
2129.8751624511724,2917128.5773931085
2132.9070916503906,2917027.433349949
2135.9390208496097,2946057.0369454897
2138.970950048828,2955111.9280611253
2142.002879248047,2976923.573423467
2145.0348084472657,2968997.3822100144
2148.0667376464844,3006640.9849629616
2151.0986668457035,3038299.8232794735
2154.1305960449217,3029286.298226397
2157.162525244141,3038036.825147561
2160.1944544433595,3057675.250320958
2163.226383642578,3074303.856362435
2166.2583128417973,3117114.5880674473
2169.2902420410155,3135987.614387111
2172.3221712402346,3415335.0966252447
2175.3541004394533,4156574.9292489416
2178.386029638672,3421993.5193091184
2181.417958837891,3215158.6598126013
2184.4498880371093,3223798.898947305
2187.4818172363284,3278496.884339895
2190.5137464355466,3273466.8134233113
2193.5456756347658,3277105.005051551
2196.577604833985,3309355.222241719
2199.609534033203,3288790.71078164
2202.641463232422,3282024.990892086
2205.6733924316404,3333707.793205829
2208.7053216308595,3338749.881193719
2211.7372508300787,3331718.902274076
2214.769180029297,3352622.7540754173
2217.801109228516,3374888.5519916452
2220.833038427734,3396576.1029148954
2223.8649676269533,3444740.4789333
2226.896896826172,3454573.276775042
2229.9288260253907,3465258.457430922
2232.96075522461,3461858.379947588
2235.992684423828,3493567.4236521637
2239.024613623047,3533395.277302182
2242.056542822266,3543004.623291999
2245.0884720214844,3584728.8863757844
2248.1204012207036,3626020.6174844606
2251.152330419922,3619680.880193912
2254.184259619141,3672297.392848453
2257.2161888183596,3673913.184502335
2260.2481180175782,3730873.650565959
2263.2800472167974,3725548.874847858
2266.3119764160156,3775546.662659449
2269.3439056152347,3815489.5482017905
2272.375834814453,3862722.4023736003
2275.407764013672,3897488.3609006144
2278.439693212891,3946127.7931556753
2281.4716224121094,3972409.7958356324
2284.5035516113285,3990582.5762674618
2287.5354808105467,4298650.1466757655
2290.567410009766,4083423.3847405515
2293.599339208985,4121340.1225096686
2296.631268408203,4162957.3730593645
2299.6631976074223,4183647.3012506813
2302.6951268066405,4240504.085870301
2305.7270560058596,4300940.59894833
2308.7589852050783,4327746.384451253
2311.790914404297,4408490.73476684
2314.822843603516,4442868.472522647
2317.8547728027343,4520350.21013156
2320.8867020019534,4562702.39999466
2323.918631201172,4633686.009351767
2326.9505604003907,4693697.531988369
2329.98248959961,4727266.378100513
2333.014418798828,4810958.830234988
2336.046347998047,4929998.443916424
2339.0782771972654,4988170.118091523
2342.1102063964845,5021990.113537503
2345.1421355957036,5162718.006191102
2348.174064794922,5190368.098211884
2351.205993994141,5294668.503738059
2354.237923193359,5408554.412269562
2357.2698523925783,5480052.484740544
2360.3017815917974,5550348.844584151
2363.3337107910156,5639673.362840844
2366.3656399902347,5671551.879419807
2369.397569189453,5716436.776744504
2372.429498388672,5749230.1576370755
2375.461427587891,5744455.2048891
2378.4933567871094,5540276.417615533
2381.5252859863285,5114525.515445058
2384.5572151855467,4551851.540558511
2387.589144384766,4323526.862452276
2390.6210735839845,4165192.3604844133
2393.653002783203,4076540.7954150056
2396.6849319824223,4029156.344460425
2399.7168611816405,3997360.9775082315
2402.7487903808596,3969702.2573186075
2405.7807195800783,3960260.7624282315
2408.812648779297,3898427.8544308823
2411.844577978516,3876560.723234794
2414.8765071777343,3834622.6034459714
2417.9084363769534,3793928.884967571
2420.9403655761716,3756516.3128508567
2423.9722947753908,3739048.7807230563
2427.00422397461,3703124.100035422
2430.036153173828,3669786.7685247185
2433.068082373047,3585965.0224505076
2436.1000115722654,3576996.8695644913
2439.1319407714846,3542115.899783845
2442.1638699707037,3459757.140440797
2445.195799169922,3429919.349271965
2448.227728369141,3349843.195792576
2451.259657568359,3420988.5947826537
2454.2915867675783,3251693.491853826
2457.3235159667975,3160609.1454886706
2460.3554451660157,3076640.366851073
2463.387374365235,3000462.9223341835
2466.419303564453,2944741.9824035238
2469.451232763672,2876078.888356073
2472.483161962891,2742265.2832373222
2475.5150911621095,2679649.9583418905
2478.5470203613286,2595299.7305351463
2481.578949560547,2526000.781865882
2484.610878759766,2443925.742492368
2487.6428079589846,2351424.5380385877
2490.6747371582032,2257274.1137764566
2493.7066663574224,2197688.0902085826
2496.7385955566406,2119093.3120191484
2499.7705247558597,2025303.1624781138
2502.802453955078,1973460.3840945112
2505.834383154297,1908160.3220119136
2508.866312353516,1837374.168679237
2511.8982415527344,1877774.8678963243
2514.9301707519535,1698422.490579109
2517.9620999511717,1645611.077044377
2520.994029150391,1608352.3726973464
2524.02595834961,1570535.0559048734
2527.057887548828,1521734.3969698916
2530.0898167480473,1507575.9596265217
